hskId,simplified,traditional,pinyin,definitions,book,hsk,lesson,dialog,nw,example,exampleTranslation,oofc,pn,weight,index
4027,晃,晃,huàng,to sway/to shake/to wander about,6,6,18,1,41,这桥不稳，一直在晃。,"The bridge does not feel safe, it wobbles.",,,49,0
4028,断定,斷定,duàn dìng,to conclude/to determine/to come to a judgment,6,6,18,1,42,我本来断定是你的表慢。,I could have sworn it was your watch that was slow.,,,2,0
4029,连同,連同,lián tóng,together with/along with,6,6,18,1,43,连同家人照片时，我哭了。,"With photographs of my family, I cried.",,,59,0
4030,凹凸,凹凸,āo tū,concave or convex/bumps and holes/uneven (surface)/rugged,6,6,18,1,44,那个年轻人沿着凹凸不平的路吃力地走。,The young man pounded along the rough road.,,,4,0
4031,修建,修建,xiū jiàn,to build/to construct,6,6,18,1,45,一条公路正在修建。,A highway is being constructed.,,,18,0
4032,不可思议,不可思議,bù kě sī yì,inconceivable (idiom); unimaginable/unfathomable,6,6,18,1,46,我们会在这里相遇，真是不可思议。,It is strange that we should meet here.,,,54,0
4033,徘徊,徘徊,pái huái,to dither/to hesitate/to pace back and forth/by ext. to hover around/to linger,6,6,18,1,47,我看见几个男孩徘徊于街头。,I saw several boys cruising the street.,,,37,0
4034,一如既往,一如既往,yī rú jì wǎng,just as in the past (idiom); as before/continuing as always,6,6,18,1,48,我们的热情一如既往。,Our enthusiasm remained unabated.,,,25,0
4035,结局,結局,jié jú,conclusion/ending,6,6,18,扩展,,结局来得很突然。,The end came quite suddenly.,,,140,0
4036,简化,簡化,jiǎn huà,to simplify,6,6,18,扩展,,选择得合适能使设备大大简化。,A judicious choice can result in considerable simplification of the equipment.,,,169,0
4037,觉醒,覺醒,jué xǐng,to awaken/to come to realize/awakened to the truth/the truth dawns upon one/scales fall from the eyes/to become aware,6,6,18,扩展,,这加速了他在思想方面的觉醒。,This speeded his intellectual awakening.,,,50,0
4038,盛情,盛情,shèng qíng,great kindness/magnificent hospitality,6,6,18,扩展,,非常感谢您的盛情邀请。,It's very kind of you to have invited me.,,,0,0
4039,擅自,擅自,shàn zì,without permission,6,6,18,扩展,,有人擅自拆了我的邮件。,Someone is tampering with my mail.,,,16,0
4040,瓦解,瓦解,wǎ jiě,to collapse/to disintegrate/to crumble,6,6,18,扩展,,敌人的战线已经瓦解了。,The enemy front has crumbled.,,,12,0
4041,妥协,妥協,tuǒ xié,to compromise/to reach terms/a compromise,6,6,18,扩展,,在原则问题上决不妥协,make no compromise in matters of principle,,,71,0
4042,慰问,慰問,wèi wèn,"to express sympathy, greetings, consolation etc",6,6,18,扩展,,请接受我诚挚的慰问。,Please accept my heartfelt condolence .,,,9,0
4043,让步,讓步,ràng bù,to concede/to give in/to yield/a concession/(linguistics) concessive,6,6,18,扩展,,我愿意对他作出让步。,I am willing to meet him halfway.,,,63,0
4044,作废,作廢,zuò fèi,to become invalid/to cancel/to delete/to nullify,6,6,18,扩展,,当日有效，过期作废。,Valid on specified day only.,,,5,0
4045,生效,生效,shēng xiào,to take effect/to go into effect,6,6,18,扩展,,这项法律何时生效？,When does the law come into operation ?,,,56,0
4046,救济,救濟,jiù jì,emergency relief/to help the needy with cash or goods,6,6,18,扩展,,这些人急需救济。,These people are in urgent need of relief.,,,18,0
4047,废除,廢除,fèi chú,to abolish/to abrogate/to repeal,6,6,18,扩展,,应该废除死刑吗？,Should the death penalty be abolished?,,,22,0
4048,赞助,贊助,zàn zhù,to support/to assist/to sponsor,6,6,18,扩展,,公众对艺术的赞助,public patronage of the arts,,,180,0
4049,支援,支援,zhī yuán,to provide assistance/to support/to back,6,6,18,扩展,,我们极需支援。,We are sorely in need of support.,,,32,0
4050,资助,資助,zī zhù,to subsidize/to provide financial aid/subsidy,6,6,18,扩展,,他们要求资助。,They requested financial support.,,,42,0
4051,局面,局面,jú miàn,aspect/phase/situation,6,6,18,扩展,,完全控制局面,assume complete control of the situation,,,56,0
4052,廉洁,廉潔,lián jié,honest/not coercive/honesty/integrity/incorruptible,6,6,18,扩展,,政府廉洁高效,A clean and efficient government,,,0,0
4053,精简,精簡,jīng jiǎn,to simplify/to reduce,6,6,18,扩展,,要精简机构。,Streamline our organizations.,,,34,0
4054,觉悟,覺悟,jué wù,to come to understand/to realize/consciousness/awareness/Buddhist enlightenment (Sanskrit: cittotpāda),6,6,18,扩展,,觉悟不迟,Never too late to rouse to a comprehension,,,2,0
4055,牵制,牽制,qiān zhì,to control/to curb/to restrict/to impede/to pin down (enemy troops),6,6,18,扩展,,牵制敌军,To divert the enemy,,,5,0
4056,俗话,俗話,sú huà,common saying/proverb,6,6,19,1,1,中国有句俗话，“水有源，树有根。”,"A Chinese saying goes, ""Every river has a source; every tree has its roots.""",,,3,0
4057,历来,歷來,lì lái,always/throughout (a period of time)/(of) all-time,6,6,19,1,2,我历来信守一些原则。,I have certain principles.,,,12,0
4058,维持,維持,wéi chí,to keep/to maintain/to preserve,6,6,19,1,3,勉强维持生计。,eke out a scanty livelihood [living],,,131,0
4059,众所周知,眾所周知,zhòng suǒ zhōu zhī,as everyone knows (idiom),6,6,19,1,4,他们的慷慨大度是众所周知的。,Their generosity is proverbial.,,,41,0
4059,众所周知,眾所週知,zhòng suǒ zhōu zhī,see 眾所周知|众所周知[zhòng suǒ zhōu zhī],6,6,19,1,4,他们的慷慨大度是众所周知的。,Their generosity is proverbial.,,,41,0
4060,真理,真理,zhēn lǐ,truth/CL:個|个[gè],6,6,19,1,5,真理必胜。,Truth will always prevail.,,,999,0
4061,认定,認定,rèn dìng,to maintain (that sth is true)/to determine (a fact)/determination (of an amount)/of the firm opinion/to believe firmly/to set one's mind on/to identify with,6,6,19,1,6,他认定她纯洁无暇。,He supposed her innocence.,,,52,0
4062,准则,準則,zhǔn zé,norm/standard/criterion,6,6,19,1,7,那人已违反了行为准则。,That man has offended against the canons of behavior.,,,19,0
4063,定义,定義,dìng yì,definition/to define,6,6,19,1,8,最后，我认为我们必须重新定义安全的概念。,And finally I think we have to redefine security.,,,308,0
4064,潜水,潛水,qián shuǐ,to dive/to go under water/lurker (Internet slang for sb who reads forum posts but never replies),6,6,19,1,9,潜水艇停在洋底。,The submarine bottomed on the ocean floor.,,,21,0
4065,繁殖,繁殖,fán zhí,to breed/to reproduce/to propagate,6,6,19,1,10,杂草繁殖极快。,The weeds propagate themselves rapidly.,,,41,0
4066,场所,場所,chǎng suǒ,location/place,6,6,19,1,11,纽约的娱乐场所太少了。,The resources of New York are rather meagre.,,,69,0
4067,古怪,古怪,gǔ guài,eccentric/grotesque/oddly/queer,6,6,19,1,12,他好象是个性急的古怪的孩子。,"He was like a stormy, erratic boy.",,,7,0
4068,贝壳,貝殼,bèi ké,shell/conch/cowry/mother of pearl/hard outer skin/also pr. [bèi qiào],6,6,19,1,13,她在海边卖贝壳。,She sells seashells on the seashore.,,,11,0
4069,诧异,詫異,chà yì,flabbergasted/astonished,6,6,19,1,14,我们都对这感到很诧异。,We were all wondering about that.,,,26,0
4070,样品,樣品,yàng pǐn,sample/specimen,6,6,19,1,15,寄上样品两种，请查收。,Please find two samples enclosed herewith.,,,19,0
4071,刺,刺,cì,thorn/sting/thrust/to prick/to pierce/to stab/to assassinate/to murder,6,6,19,1,16,玫瑰有刺，小心扎手。,The roses are thorny. Take care not to prick your hands.,,,156,0
4072,气味,氣味,qì wèi,odor/scent,6,6,19,1,17,空气里弥漫着咖啡的气味。,There was a smell of coffee pervading the atmosphere.,,,78,0
4073,恍然大悟,恍然大悟,huǎng rán dà wù,to suddenly realize/to suddenly see the light,6,6,19,1,18,经他一说，我才恍然大悟。,"After his remark, I suddenly came to understand.",,,5,0
4074,进而,進而,jìn ér,and then (what follows next),6,6,19,1,19,作者从一般进而谈到个别。,The writer descends from the general to the particular,,,37,0
4075,分裂,分裂,fēn liè,to split up/to divide/to break up/fission/schism,6,6,19,1,20,党内有分裂。,There was a split in the party.,,,50,0
4076,渗透,滲透,shèn tòu,to permeate/to infiltrate/to pervade/osmosis,6,6,19,1,21,水渗透砂土而流入井里。,The water filtered through the sandy soil and into the well.,,,24,0
4077,细菌,細菌,xì jūn,bacterium/germ,6,6,19,1,22,他为细菌学科学奠定了基,He laid the foundation of the science of bacteriology.,,,107,0
4078,过滤,過濾,guò lǜ,to filter/filter,6,6,19,1,23,过滤网可存住空气中的尘埃。,A filter traps dust from the air.,,,104,0
4079,来源,來源,lái yuán,source (of information etc)/origin,6,6,19,1,24,据可靠的来源,from a reliable source,,,365,0
4080,合成,合成,hé chéng,to compose/to constitute/compound/synthesis/mixture/synthetic,6,6,19,1,25,氨曾是一个较难合成的基本化工原料。,Ammonia has been one of the more difficult basic chemicals to synthesize.,,,41,0
4081,解放,解放,jiě fàng,to liberate/to emancipate/liberation/refers to the Communists' victory over the Nationalists in 1949/CL:次[cì],6,6,19,1,26,革命就是为了解放生产力。,Revolution means liberating the productive forces.,,,51,0
4082,迈,邁,mài,to take a step/to stride,6,6,19,1,27,他跨迈小河向村庄走去。,He stepped across the stream and went to the village.,,,93,0
4083,探索,探索,tàn suǒ,to explore/to probe,6,6,19,1,28,他决心将这奥秘探索到底。,He was determined to go to the bottom of the mystery,,,172,0
4084,据悉,據悉,jù xī,according to reports/it is reported (that),6,6,19,1,29,据悉，他将于明天辞职。,He is reportedly going to resign tomorrow.,,,12,0
4085,忍受,忍受,rěn shòu,to bear/to endure,6,6,19,1,30,他忍受不住沙漠的酷热。,He could not tolerate the extremes of heat in the desert.,,,89,0
4086,超越,超越,chāo yuè,to surpass/to exceed/to transcend,6,6,19,1,31,他正努力超越他的前任。,He is working hard to excel his predecessors.,,,115,0
4087,摄氏度,攝氏度,shè shì dù,°C (degrees Celsius),6,6,19,1,32,室内摄氏度20度,It 's 20 c inside the room.,,,20,0
4088,丧失,喪失,sàng shī,to lose/to forfeit,6,6,19,1,33,他对前途丧失信心。,He desisted of the future.,,,53,0
4089,偏偏,偏偏,piān piān,(indicates that sth turns out just the opposite of what one would wish) unfortunately/as it happened/(indicates that sth is the opposite of what would be normal or reasonable) stubbornly/contrarily/against reason/(indicates that sb or a group is singled out) precisely/only/of all people,6,6,19,1,34,正当我坐下来用晚餐时，偏偏电话铃响了。,"Just as I was sitting down to supper, the telephone must ring.",,,70,0
4090,真相,真相,zhēn xiàng,the truth about sth/the actual facts,6,6,19,1,35,当局想要掩盖真相。,The Establishment is trying to hide the truth.,,,325,0
4091,华丽,華麗,huá lì,gorgeous,6,6,19,1,36,他喜欢用华丽的辞藻。,He likes to use flowery language.,,,140,0
4092,阵容,陣容,zhèn róng,troop arrangement/battle formation/lineup (of a sports team etc),6,6,19,1,37,阵容整齐,A flawless deployment; everyone is a top choice,,,1254,0
4093,有条不紊,有條不紊,yǒu tiáo bù wěn,regular and thorough (idiom); methodically arranged,6,6,19,1,38,他是个做事有条不紊的人。,He was a methodical man.,,,4,0
4094,展现,展現,zhǎn xiàn,to come out/to emerge/to reveal/to display,6,6,19,1,39,蓝色平静的大海展现在我们面前。,"The sea, blue and still, spread before us.",,,168,0
4095,丛,叢,cóng,cluster/collection/collection of books/thicket,6,6,19,1,40,我们把那丛玫瑰移植到了后花园。,We transplanted the rosebush into the back garden.,,,213,0
4096,体积,體積,tǐ jī,volume/bulk/CL:個|个[gè],6,6,19,1,41,粒子的总体积是微乎其微的。,The total volume of the particles is negligible.,,,61,0
4097,造型,造型,zào xíng,to model/to shape/appearance/style/design/form/pose,6,6,19,1,42,艺术造型,artistic model,,,183,0
4098,迷惑,迷惑,mí huo,to puzzle/to confuse/to baffle,6,6,19,1,43,感到迷惑的皱眉,with a puzzled frown,,,156,0
4099,广阔,廣闊,guǎng kuò,wide/vast,6,6,19,1,44,工业的现代化为青年开辟广阔的前程。,Industrial modernization opens up broad prospects for youth.,,,42,0
4100,奇妙,奇妙,qí miào,fantastic/wonderful,6,6,19,1,45,她真是一个奇妙的女孩。,She is a really fantastic girl.,,,153,0
4101,基地,基地,jī dì,base (of operations)/industrial or military base/al-Qaeda,6,6,19,1,46,上海是中国最重要的工业基地。,Shanghai is the most important industrial base of China.,,,102,0
4102,贯彻,貫徹,guàn chè,to implement/to put into practice/to carry out,6,6,19,扩展,,朱利奥·杜黑的理论被全部贯彻执行。,The teachings of Giulio Douhet were taken literally.,,,33,0
4103,机械,機械,jī xiè,machine/machinery/mechanical/(old) cunning/scheming,6,6,19,扩展,,他是一流的机械师，什么车都会修。,He is an ace mechanic. He can repair any cars.,,,243,0
4104,勾结,勾結,gōu jié,to collude with/to collaborate with/to gang up with,6,6,19,扩展,,他们俩臭味相投，相互勾结。,"They two are people of the same ilk, who collude with one another.",,,9,0
4105,附属,附屬,fù shǔ,subsidiary/auxiliary/attached/affiliated/subordinate/subordinating,6,6,19,扩展,,该学院附属于该大学。,The college is affiliated with the University.,,,97,0
4106,媒介,媒介,méi jiè,intermediary/vehicle/vector/medium/media,6,6,19,扩展,,报纸是广告的好媒介。,A newspaper is a good medium for advertising.,,,46,0
4107,冷却,冷卻,lěng què,to cool off/cooling,6,6,19,扩展,,金属冷却时收缩。,Metals contract as they become cool.,,,450,0
4108,母语,母語,mǔ yǔ,native language/mother tongue/(linguistics) parent language,6,6,19,扩展,,那不是我的母语。,It's not my mother tongue.,,,48,0
4109,混淆,混淆,hùn xiáo,to obscure/to confuse/to mix up/to blur/to mislead,6,6,19,扩展,,混淆因果关系,confuse cause and effect,,,24,0
4110,排练,排練,pái liàn,to rehearse/rehearsal,6,6,19,扩展,,排练一出戏,put a play into rehearsal,,,10,0
4111,谜语,謎語,mí yǔ,riddle/conundrum/CL:條|条[tiáo],6,6,19,扩展,,难解的谜语,a difficult puzzle,,,7,0
4112,疙瘩,疙瘩,gē da,swelling or lump on skin/pimple/knot/preoccupation/problem,6,6,19,扩展,,疙瘩儿汤,Small round lumps of dough served with soup,,,13,0
4113,杠杆,槓桿,gàng gǎn,lever/pry bar/crowbar/financial leverage,6,6,19,扩展,,杠杆秤。,lever scale,,,12,0
4114,窝,窩,wō,nest/pit or hollow on the human body/lair/den/place/to harbor or shelter/to hold in check/to bend/classifier for litters and broods,6,6,20,1,1,搔触某人的胳肢窝,tickle a person under the arm(s),,,109,0
4115,畔,畔,pàn,edge/side/boundary/bank (of a river etc)/shore,6,6,20,1,2,多瑙河畔,Along the Danube,,,57,0
4116,椭圆,橢圓,tuǒ yuán,oval/ellipse/elliptic,6,6,20,1,3,月球绕地球的椭圆运动受到太阳的干扰。,The sun disturbs the elliptical motion of the moon around the earth.,,,1,0
4117,外表,外表,wài biǎo,external/outside/outward appearance,6,6,20,1,4,他的外表虽傲慢，其实是个好人。,He is a good man underneath his pompous appearance.,,,146,0
4118,镶嵌,鑲嵌,xiāng qiàn,to inlay/to embed/to set (e.g. a jewel in a ring)/tiling/tesselation,6,6,20,1,5,这顶王冠上镶嵌着金和银。,The crown was enchased with gold and silver.,,,19,0
4119,坚硬,堅硬,jiān yìng,hard/solid,6,6,20,1,6,这类甲虫有坚硬的外壳。,This kind of beetles have hard shell.,,,7,0
4120,工艺品,工藝品,gōng yì pǐn,handicraft article/handiwork/CL:個|个[gè],6,6,20,1,7,当地居民在路边陈列他们的手工艺品。,Local inhabitants display their handicrafts on the wayside.,,,29,0
